計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2014/09/27,10,208,1,,0,,31,0,,,,
2014/09/27,11,213,2,,0,,34,0,,,,
2014/09/27,12,213,2,,0,,33,0,,,,
2014/09/27,13,212,2,,0,,34,0,,,,
2014/09/27,14,214,2,,0,,30,0,,,,
2014/09/27,15,203,2,,0,,33,0,,,,
2014/09/27,16,203,2,,0,,32,0,,,,
2014/09/27,17,203,1,,0,,31,0,,,,
2014/09/27,18,199,1,,0,,30,0,,,,
2014/09/27,19,185,0,,0,,30,0,,,,
2014/09/27,20,179,0,,0,,29,0,,,,
2014/09/27,21,161,0,,0,,25,0,,,,
2014/09/27,22,120,0,,0,,18,0,,,,
2014/09/27,23,100,0,,0,,23,0,,,,
2014/09/27,24,92,0,,0,,20,0,,,,
2014/09/28,01,91,0,,0,,19,0,,,,
2014/09/28,02,96,0,,0,,20,0,,,,
2014/09/28,03,89,0,,0,,20,0,,,,
2014/09/28,04,102,0,,0,,19,0,,,,
2014/09/28,05,110,0,,0,,19,0,,,,
2014/09/28,06,128,1,,0,,17,0,,,,
2014/09/28,07,131,1,,0,,22,0,,,,
2014/09/28,08,166,1,,0,,26,0,,,,
2014/09/28,09,196,1,,0,,27,0,,,,
2014/09/28,10,221,1,,0,,32,0,,,,
2014/09/28,11,224,2,,0,,35,0,,,,
2014/09/28,12,226,2,,0,,35,0,,,,
2014/09/28,13,233,2,,0,,40,0,,,,
2014/09/28,14,235,4,,0,,35,0,,,,
2014/09/28,15,260,25,,0,,38,0,,,,
2014/09/28,16,240,17,,0,,36,0,,,,
2014/09/28,17,231,9,,0,,33,0,,,,
2014/09/28,18,209,3,,0,,32,0,,,,
2014/09/28,19,195,1,,0,,32,0,,,,
2014/09/28,20,195,1,,0,,31,0,,,,
2014/09/28,21,174,0,,0,,28,0,,,,
2014/09/28,22,130,0,,0,,22,0,,,,
2014/09/28,23,103,0,,0,,24,0,,,,
2014/09/28,24,96,0,,0,,20,0,,,,
2014/09/29,01,95,0,,0,,20,0,,,,
2014/09/29,02,100,0,,0,,21,0,,,,
2014/09/29,03,89,0,,0,,20,0,,,,
2014/09/29,04,92,0,,0,,18,0,,,,
2014/09/29,05,90,0,,0,,18,0,,,,
2014/09/29,06,102,0,,0,,17,0,,,,
2014/09/29,07,115,0,,0,,23,0,,,,
2014/09/29,08,164,1,,0,,25,0,,,,
2014/09/29,09,187,1,,0,,27,0,,,,
2014/09/29,10,218,1,,0,,32,0,,,,
2014/09/29,11,216,1,,0,,35,0,,,,
2014/09/29,12,224,2,,0,,36,0,,,,
2014/09/29,13,217,3,,0,,38,0,,,,
2014/09/29,14,220,3,,0,,33,0,,,,
2014/09/29,15,216,2,,0,,36,0,,,,
2014/09/29,16,219,1,,0,,37,0,,,,
2014/09/29,17,205,1,,0,,32,0,,,,
2014/09/29,18,204,2,,0,,31,0,,,,
2014/09/29,19,190,1,,0,,31,0,,,,
2014/09/29,20,188,1,,0,,30,0,,,,
2014/09/29,21,168,1,,0,,27,0,,,,
2014/09/29,22,126,0,,0,,21,0,,,,
2014/09/29,23,106,0,,0,,25,0,,,,
2014/09/29,24,96,0,,0,,20,0,,,,
2014/09/30,01,96,0,,0,,21,0,,,,
2014/09/30,02,99,0,,0,,21,0,,,,
2014/09/30,03,95,0,,0,,21,0,,,,
2014/09/30,04,97,0,,0,,21,0,,,,
2014/09/30,05,94,0,,0,,20,0,,,,
2014/09/30,06,107,0,,0,,17,0,,,,
2014/09/30,07,135,1,,0,,25,0,,,,
2014/09/30,08,183,1,,0,,29,0,,,,
2014/09/30,09,200,2,,0,,28,0,,,,
2014/09/30,10,207,2,,0,,32,0,,,,
2014/09/30,11,219,2,,0,,36,0,,,,
2014/09/30,12,222,2,,0,,35,0,,,,
2014/09/30,13,212,2,,0,,34,0,,,,
2014/09/30,14,217,2,,0,,32,0,,,,
2014/09/30,15,210,2,,0,,35,0,,,,
2014/09/30,16,215,5,,0,,35,0,,,,
2014/09/30,17,202,3,,0,,31,0,,,,
2014/09/30,18,204,3,,0,,31,0,,,,
2014/09/30,19,186,2,,0,,31,0,,,,
2014/09/30,20,192,1,,0,,30,0,,,,
2014/09/30,21,174,1,,0,,27,0,,,,
2014/09/30,22,132,0,,0,,20,0,,,,
2014/09/30,23,102,0,,0,,24,0,,,,
2014/09/30,24,95,0,,0,,21,0,,,,
2014/10/01,01,95,0,,0,,20,0,,,,
2014/10/01,02,100,0,,0,,21,0,,,,
2014/10/01,03,91,0,,0,,21,0,,,,
2014/10/01,04,97,0,,0,,19,0,,,,
2014/10/01,05,88,0,,0,,18,0,,,,
2014/10/01,06,102,0,,0,,16,0,,,,
2014/10/01,07,122,0,,0,,23,0,,,,
2014/10/01,08,164,1,,0,,25,0,,,,
2014/10/01,09,180,1,,0,,25,0,,,,
2014/10/01,10,208,1,,0,,29,0,,,,
2014/10/01,11,201,1,,0,,32,0,,,,
2014/10/01,12,206,1,,0,,31,0,,,,
2014/10/01,13,211,2,,0,,34,0,,,,
2014/10/01,14,203,1,,0,,29,0,,,,
2014/10/01,15,199,1,,0,,33,0,,,,
2014/10/01,16,203,1,,0,,32,0,,,,
2014/10/01,17,196,1,,0,,29,0,,,,
2014/10/01,18,187,1,,0,,29,0,,,,
2014/10/01,19,176,1,,0,,29,0,,,,
2014/10/01,20,178,0,,0,,28,0,,,,
2014/10/01,21,163,0,,0,,26,0,,,,
2014/10/01,22,122,0,,0,,19,0,,,,
2014/10/01,23,102,0,,0,,24,0,,,,
2014/10/01,24,97,0,,0,,21,0,,,,
2014/10/02,01,96,0,,0,,20,0,,,,
2014/10/02,02,102,0,,0,,21,0,,,,
2014/10/02,03,91,0,,0,,20,0,,,,
2014/10/02,04,97,0,,0,,19,0,,,,
2014/10/02,05,92,0,,0,,18,0,,,,
2014/10/02,06,103,0,,0,,17,0,,,,
2014/10/02,07,123,1,,0,,24,0,,,,
2014/10/02,08,169,1,,0,,26,0,,,,
2014/10/02,09,166,1,,0,,24,0,,,,
2014/10/02,10,193,1,,0,,28,0,,,,
2014/10/02,11,194,1,,0,,30,0,,,,
2014/10/02,12,197,1,,0,,29,0,,,,
2014/10/02,13,193,1,,0,,30,0,,,,
2014/10/02,14,200,1,,0,,29,0,,,,
2014/10/02,15,193,2,,0,,32,0,,,,
2014/10/02,16,198,2,,0,,30,0,,,,
2014/10/02,17,205,2,,0,,28,0,,,,
2014/10/02,18,196,1,,0,,29,0,,,,
2014/10/02,19,183,1,,0,,31,0,,,,
2014/10/02,20,184,1,,0,,29,0,,,,
2014/10/02,21,169,0,,0,,26,0,,,,
2014/10/02,22,135,0,,0,,22,0,,,,
2014/10/02,23,107,0,,0,,25,0,,,,
2014/10/02,24,101,0,,0,,22,0,,,,
2014/10/03,01,100,0,,0,,21,0,,,,
2014/10/03,02,110,0,,0,,22,0,,,,
2014/10/03,03,98,0,,0,,22,0,,,,
2014/10/03,04,107,0,,0,,22,0,,,,
2014/10/03,05,99,0,,0,,20,0,,,,
2014/10/03,06,108,0,,0,,18,0,,,,
2014/10/03,07,125,0,,0,,25,0,,,,
2014/10/03,08,163,1,,0,,27,0,,,,
2014/10/03,09,175,1,,0,,26,0,,,,
2014/10/03,10,206,1,,0,,29,0,,,,
2014/10/03,11,203,1,,0,,31,0,,,,
2014/10/03,12,213,1,,0,,33,0,,,,
2014/10/03,13,217,2,,0,,36,0,,,,
2014/10/03,14,219,3,,0,,31,0,,,,
2014/10/03,15,213,3,,0,,35,0,,,,
2014/10/03,16,216,3,,0,,35,0,,,,
2014/10/03,17,213,3,,0,,31,0,,,,
2014/10/03,18,208,2,,0,,31,0,,,,
2014/10/03,19,197,1,,0,,33,0,,,,
2014/10/03,20,194,1,,0,,31,0,,,,
2014/10/03,21,178,1,,0,,30,0,,,,
2014/10/03,22,141,0,,0,,21,0,,,,
2014/10/03,23,114,0,,0,,25,0,,,,
2014/10/03,24,104,0,,0,,24,0,,,,
2014/10/04,01,103,0,,0,,21,0,,,,
2014/10/04,02,109,0,,0,,22,0,,,,
2014/10/04,03,99,0,,0,,22,0,,,,
2014/10/04,04,110,0,,0,,23,0,,,,
2014/10/04,05,101,0,,0,,21,0,,,,
2014/10/04,06,127,0,,0,,18,0,,,,
2014/10/04,07,151,1,,0,,26,0,,,,
2014/10/04,08,178,1,,0,,27,0,,,,
2014/10/04,09,209,2,,0,,29,0,,,,
2014/10/04,10,217,1,,0,,32,0,,,,
2014/10/04,11,215,2,,0,,34,0,,,,
2014/10/04,12,221,2,,0,,34,0,,,,
2014/10/04,13,225,2,,0,,38,0,,,,
2014/10/04,14,224,5,,0,,32,0,,,,
2014/10/04,15,215,6,,0,,35,0,,,,
2014/10/04,16,215,5,,0,,34,0,,,,
2014/10/04,17,209,4,,0,,31,0,,,,
2014/10/04,18,198,2,,0,,30,0,,,,
2014/10/04,19,188,1,,0,,31,0,,,,
2014/10/04,20,176,0,,0,,29,0,,,,
2014/10/04,21,166,0,,0,,26,0,,,,
2014/10/04,22,138,0,,0,,18,0,,,,
2014/10/04,23,103,0,,0,,22,0,,,,
2014/10/04,24,92,0,,0,,20,0,,,,
2014/10/05,01,91,0,,0,,19,0,,,,
2014/10/05,02,94,0,,0,,19,0,,,,
2014/10/05,03,86,0,,0,,19,0,,,,
2014/10/05,04,96,0,,0,,18,0,,,,
2014/10/05,05,110,0,,0,,18,0,,,,
2014/10/05,06,126,0,,0,,17,0,,,,
2014/10/05,07,134,0,,0,,23,0,,,,
2014/10/05,08,167,1,,0,,24,0,,,,
2014/10/05,09,186,1,,0,,24,0,,,,
2014/10/05,10,200,1,,0,,25,0,,,,
2014/10/05,11,193,1,,0,,28,0,,,,
2014/10/05,12,188,0,,0,,26,0,,,,
2014/10/05,13,190,0,,0,,29,0,,,,
2014/10/05,14,187,0,,0,,25,0,,,,
2014/10/05,15,190,0,,0,,28,0,,,,
2014/10/05,16,185,0,,0,,26,0,,,,
2014/10/05,17,177,0,,0,,25,0,,,,
2014/10/05,18,176,0,,0,,25,0,,,,
2014/10/05,19,167,0,,0,,27,0,,,,
2014/10/05,20,166,0,,0,,25,0,,,,
2014/10/05,21,154,0,,0,,24,0,,,,
2014/10/05,22,117,0,,0,,17,0,,,,
2014/10/05,23,92,0,,0,,21,0,,,,
2014/10/05,24,85,0,,0,,19,0,,,,
2014/10/06,01,87,0,,0,,17,0,,,,
2014/10/06,02,92,0,,0,,18,0,,,,
2014/10/06,03,84,0,,0,,19,0,,,,
2014/10/06,04,91,0,,0,,18,0,,,,
2014/10/06,05,88,0,,0,,18,0,,,,
2014/10/06,06,102,0,,0,,16,0,,,,
2014/10/06,07,120,3,,0,,23,0,,,,
2014/10/06,08,167,3,,0,,24,0,,,,
2014/10/06,09,163,3,,0,,22,0,,,,
2014/10/06,10,190,3,,0,,25,0,,,,
2014/10/06,11,179,3,,0,,26,0,,,,
2014/10/06,12,178,3,,0,,24,0,,,,
2014/10/06,13,177,3,,0,,26,0,,,,
2014/10/06,14,178,3,,0,,23,0,,,,
2014/10/06,15,182,3,,0,,27,0,,,,
2014/10/06,16,179,3,,0,,26,0,,,,
2014/10/06,17,187,3,,0,,26,0,,,,
2014/10/06,18,181,3,,0,,26,0,,,,
2014/10/06,19,169,0,,0,,27,0,,,,
2014/10/06,20,169,0,,0,,26,0,,,,
2014/10/06,21,158,0,,0,,24,0,,,,
2014/10/06,22,130,0,,0,,18,0,,,,
2014/10/06,23,123,0,,0,,22,0,,,,
2014/10/06,24,102,0,,0,,20,0,,,,
2014/10/07,01,90,0,,0,,18,0,,,,
2014/10/07,02,95,0,,0,,20,0,,,,
2014/10/07,03,85,0,,0,,19,0,,,,
2014/10/07,04,94,0,,0,,18,0,,,,
2014/10/07,05,87,0,,0,,18,0,,,,
2014/10/07,06,95,0,,0,,15,0,,,,
2014/10/07,07,112,0,,0,,22,0,,,,
2014/10/07,08,152,0,,0,,24,0,,,,
2014/10/07,09,168,0,,0,,24,0,,,,
2014/10/07,10,191,0,,0,,28,0,,,,
2014/10/07,11,192,0,,0,,31,0,,,,
2014/10/07,12,195,0,,0,,31,0,,,,
2014/10/07,13,198,0,,0,,32,0,,,,
2014/10/07,14,197,0,,0,,29,0,,,,
2014/10/07,15,195,0,,0,,31,0,,,,
2014/10/07,16,196,1,,0,,32,0,,,,
2014/10/07,17,198,0,,0,,29,0,,,,
2014/10/07,18,181,0,,0,,26,0,,,,
2014/10/07,19,174,0,,0,,28,0,,,,
2014/10/07,20,173,1,,0,,27,0,,,,
2014/10/07,21,159,1,,0,,24,0,,,,
2014/10/07,22,112,0,,0,,17,0,,,,
2014/10/07,23,90,0,,0,,20,0,,,,
2014/10/07,24,83,0,,0,,18,0,,,,
2014/10/08,01,82,0,,0,,16,0,,,,
2014/10/08,02,84,0,,0,,16,0,,,,
2014/10/08,03,80,0,,0,,17,0,,,,
2014/10/08,04,83,0,,0,,16,0,,,,
2014/10/08,05,78,0,,0,,15,0,,,,
2014/10/08,06,83,0,,0,,13,0,,,,
2014/10/08,07,109,0,,0,,21,0,,,,
2014/10/08,08,160,0,,0,,23,0,,,,
2014/10/08,09,164,0,,0,,24,0,,,,
2014/10/08,10,195,0,,0,,27,0,,,,
2014/10/08,11,199,0,,0,,31,0,,,,
2014/10/08,12,202,0,,0,,30,0,,,,
2014/10/08,13,204,0,,0,,32,0,,,,
2014/10/08,14,203,1,,0,,29,0,,,,
2014/10/08,15,193,1,,0,,32,0,,,,
2014/10/08,16,199,1,,0,,32,0,,,,
2014/10/08,17,196,1,,0,,29,0,,,,
2014/10/08,18,184,1,,0,,27,0,,,,
2014/10/08,19,165,0,,0,,26,0,,,,
2014/10/08,20,166,0,,0,,25,0,,,,
2014/10/08,21,153,0,,0,,23,0,,,,
2014/10/08,22,123,0,,0,,17,0,,,,
2014/10/08,23,90,0,,0,,20,0,,,,
2014/10/08,24,80,0,,0,,17,0,,,,
2014/10/09,01,80,0,,0,,16,0,,,,
2014/10/09,02,85,0,,0,,17,0,,,,
2014/10/09,03,78,0,,0,,17,0,,,,
2014/10/09,04,83,0,,0,,16,0,,,,
2014/10/09,05,77,0,,0,,15,0,,,,
2014/10/09,06,90,0,,0,,15,0,,,,
2014/10/09,07,109,0,,0,,20,0,,,,
2014/10/09,08,151,3,,0,,22,0,,,,
2014/10/09,09,158,3,,0,,21,0,,,,
2014/10/09,10,190,3,,0,,26,0,,,,
2014/10/09,11,189,2,,0,,29,0,,,,
2014/10/09,12,202,2,,0,,30,0,,,,
2014/10/09,13,198,2,,0,,31,0,,,,
2014/10/09,14,203,2,,0,,29,0,,,,
2014/10/09,15,202,1,,0,,31,0,,,,
2014/10/09,16,201,0,,0,,31,0,,,,
2014/10/09,17,201,1,,0,,29,0,,,,
2014/10/09,18,184,1,,0,,27,0,,,,
2014/10/09,19,173,0,,0,,27,0,,,,
2014/10/09,20,174,0,,0,,27,0,,,,
2014/10/09,21,156,0,,0,,24,0,,,,
2014/10/09,22,121,0,,0,,18,0,,,,
2014/10/09,23,95,0,,0,,21,0,,,,
2014/10/09,24,87,0,,0,,19,0,,,,
2014/10/10,01,89,0,,0,,18,0,,,,
2014/10/10,02,92,0,,0,,18,0,,,,
2014/10/10,03,84,0,,0,,18,0,,,,
2014/10/10,04,89,0,,0,,17,0,,,,
2014/10/10,05,86,0,,0,,18,0,,,,
2014/10/10,06,91,0,,0,,15,0,,,,
2014/10/10,07,113,0,,0,,22,0,,,,
2014/10/10,08,166,0,,0,,25,0,,,,
2014/10/10,09,177,0,,0,,26,0,,,,
2014/10/10,10,206,1,,0,,30,0,,,,
2014/10/10,11,203,1,,0,,31,0,,,,
2014/10/10,12,212,1,,0,,34,0,,,,
2014/10/10,13,218,1,,0,,35,0,,,,
2014/10/10,14,221,3,,0,,32,0,,,,
2014/10/10,15,222,12,,0,,35,0,,,,
2014/10/10,16,216,5,,0,,35,0,,,,
2014/10/10,17,209,1,,0,,31,0,,,,
2014/10/10,18,195,1,,0,,29,0,,,,
2014/10/10,19,177,0,,0,,29,0,,,,
2014/10/10,20,176,0,,0,,27,0,,,,
2014/10/10,21,162,0,,0,,25,0,,,,
2014/10/10,22,128,0,,0,,17,0,,,,
2014/10/10,23,97,0,,0,,21,0,,,,
2014/10/10,24,88,0,,0,,18,0,,,,
2014/10/11,01,87,0,,0,,17,0,,,,
2014/10/11,02,92,0,,0,,18,0,,,,
2014/10/11,03,84,0,,0,,18,0,,,,
2014/10/11,04,89,0,,0,,17,0,,,,
2014/10/11,05,81,0,,0,,15,0,,,,
2014/10/11,06,109,0,,0,,15,0,,,,
2014/10/11,07,130,3,,0,,20,0,,,,
2014/10/11,08,157,4,,0,,22,0,,,,
2014/10/11,09,190,3,,0,,24,0,,,,
2014/10/11,10,203,3,,0,,29,0,,,,
2014/10/11,11,204,3,,0,,32,0,,,,
2014/10/11,12,216,3,,0,,31,0,,,,
2014/10/11,13,213,3,,0,,33,0,,,,
2014/10/11,14,211,2,,0,,30,0,,,,
2014/10/11,15,196,1,,0,,32,0,,,,
2014/10/11,16,198,1,,0,,32,0,,,,
2014/10/11,17,199,1,,0,,31,0,,,,
2014/10/11,18,189,1,,0,,27,0,,,,
2014/10/11,19,175,0,,0,,27,0,,,,
2014/10/11,20,167,0,,0,,25,0,,,,
2014/10/11,21,154,0,,0,,23,0,,,,
2014/10/11,22,119,0,,0,,17,0,,,,
2014/10/11,23,87,0,,0,,20,0,,,,
2014/10/11,24,80,0,,0,,17,0,,,,
2014/10/12,01,80,0,,0,,16,0,,,,
2014/10/12,02,85,0,,0,,16,0,,,,
2014/10/12,03,76,0,,0,,17,0,,,,
2014/10/12,04,89,0,,0,,15,0,,,,
2014/10/12,05,98,0,,0,,15,0,,,,
2014/10/12,06,116,0,,0,,14,0,,,,
2014/10/12,07,119,0,,0,,20,0,,,,
2014/10/12,08,151,0,,0,,20,0,,,,
2014/10/12,09,185,0,,0,,22,0,,,,
2014/10/12,10,201,2,,0,,25,0,,,,
2014/10/12,11,207,1,,0,,30,0,,,,
2014/10/12,12,203,0,,0,,29,0,,,,
2014/10/12,13,206,1,,0,,31,0,,,,
2014/10/12,14,211,1,,0,,28,0,,,,
2014/10/12,15,198,1,,0,,31,0,,,,
2014/10/12,16,207,1,,0,,30,0,,,,
2014/10/12,17,202,1,,0,,27,0,,,,
2014/10/12,18,194,1,,0,,26,0,,,,
2014/10/12,19,178,0,,0,,28,0,,,,
2014/10/12,20,181,0,,0,,26,0,,,,
2014/10/12,21,161,0,,0,,24,0,,,,
2014/10/12,22,134,0,,0,,18,0,,,,
2014/10/12,23,93,0,,0,,21,0,,,,
2014/10/12,24,85,0,,0,,18,0,,,,
2014/10/13,01,88,0,,0,,18,0,,,,
2014/10/13,02,92,0,,0,,17,0,,,,
2014/10/13,03,79,0,,0,,18,0,,,,
2014/10/13,04,88,0,,0,,17,0,,,,
2014/10/13,05,81,0,,0,,16,0,,,,
2014/10/13,06,95,0,,0,,15,0,,,,
2014/10/13,07,130,0,,0,,21,0,,,,
2014/10/13,08,160,0,,0,,23,0,,,,
2014/10/13,09,179,0,,0,,22,0,,,,
2014/10/13,10,182,0,,0,,26,0,,,,
2014/10/13,11,181,0,,0,,27,0,,,,
2014/10/13,12,190,1,,0,,26,0,,,,
2014/10/13,13,182,1,,0,,27,0,,,,
2014/10/13,14,183,0,,0,,23,0,,,,
2014/10/13,15,184,0,,0,,28,0,,,,
2014/10/13,16,187,1,,0,,26,0,,,,
2014/10/13,17,177,1,,0,,25,0,,,,
2014/10/13,18,173,0,,0,,26,0,,,,
2014/10/13,19,165,0,,0,,27,0,,,,
2014/10/13,20,166,0,,0,,25,0,,,,
2014/10/13,21,153,0,,0,,24,0,,,,
2014/10/13,22,116,0,,0,,18,0,,,,
2014/10/13,23,98,0,,0,,23,0,,,,
2014/10/13,24,91,0,,0,,20,0,,,,
2014/10/14,01,92,0,,0,,20,0,,,,
2014/10/14,02,96,0,,0,,20,0,,,,
2014/10/14,03,85,0,,0,,19,0,,,,
2014/10/14,04,98,0,,0,,19,0,,,,
2014/10/14,05,89,0,,0,,18,0,,,,
2014/10/14,06,93,0,,0,,16,0,,,,
2014/10/14,07,124,0,,0,,24,0,,,,
2014/10/14,08,154,0,,0,,23,0,,,,
2014/10/14,09,173,0,,0,,25,0,,,,
2014/10/14,10,200,0,,0,,29,0,,,,
2014/10/14,11,194,1,,0,,31,0,,,,
2014/10/14,12,198,1,,0,,30,0,,,,
2014/10/14,13,193,1,,0,,32,0,,,,
2014/10/14,14,194,1,,0,,29,0,,,,
2014/10/14,15,189,1,,0,,30,0,,,,
2014/10/14,16,189,1,,0,,29,0,,,,
2014/10/14,17,179,1,,0,,27,0,,,,
2014/10/14,18,176,1,,0,,26,0,,,,
2014/10/14,19,173,0,,0,,27,0,,,,
2014/10/14,20,170,1,,0,,25,0,,,,
2014/10/14,21,154,0,,0,,24,0,,,,
2014/10/14,22,109,0,,0,,16,0,,,,
2014/10/14,23,91,0,,0,,21,0,,,,
2014/10/14,24,87,0,,0,,19,0,,,,
2014/10/15,01,86,0,,0,,17,0,,,,
2014/10/15,02,90,0,,0,,18,0,,,,
2014/10/15,03,78,0,,0,,18,0,,,,
2014/10/15,04,85,0,,0,,16,0,,,,
2014/10/15,05,77,0,,0,,16,0,,,,
2014/10/15,06,84,0,,0,,14,0,,,,
2014/10/15,07,114,2,,0,,21,0,,,,
2014/10/15,08,156,3,,0,,21,0,,,,
2014/10/15,09,168,3,,0,,24,0,,,,
2014/10/15,10,192,3,,0,,27,0,,,,
2014/10/15,11,200,2,,0,,31,0,,,,
2014/10/15,12,203,2,,0,,30,0,,,,
2014/10/15,13,194,1,,0,,30,0,,,,
2014/10/15,14,197,0,,0,,27,0,,,,
2014/10/15,15,184,1,,0,,30,0,,,,
2014/10/15,16,182,1,,0,,28,0,,,,
2014/10/15,17,177,1,,0,,26,0,,,,
2014/10/15,18,180,1,,0,,26,0,,,,
2014/10/15,19,174,0,,0,,27,0,,,,
2014/10/15,20,166,0,,0,,25,0,,,,
2014/10/15,21,148,0,,0,,22,0,,,,
2014/10/15,22,116,0,,0,,16,0,,,,
2014/10/15,23,87,0,,0,,20,0,,,,
2014/10/15,24,84,0,,0,,18,0,,,,
2014/10/16,01,81,0,,0,,16,0,,,,
2014/10/16,02,88,0,,0,,18,0,,,,
2014/10/16,03,77,0,,0,,17,0,,,,
2014/10/16,04,89,0,,0,,17,0,,,,
2014/10/16,05,79,0,,0,,16,0,,,,
2014/10/16,06,96,0,,0,,15,0,,,,
2014/10/16,07,118,2,,0,,21,0,,,,
2014/10/16,08,161,3,,0,,21,0,,,,
2014/10/16,09,170,3,,0,,21,0,,,,
2014/10/16,10,180,3,,0,,24,0,,,,
2014/10/16,11,182,3,,0,,24,0,,,,
2014/10/16,12,189,3,,0,,24,0,,,,
2014/10/16,13,182,3,,0,,25,0,,,,
2014/10/16,14,187,3,,0,,23,0,,,,
2014/10/16,15,187,1,,0,,27,0,,,,
2014/10/16,16,181,0,,0,,27,0,,,,
2014/10/16,17,190,0,,0,,25,0,,,,
2014/10/16,18,184,0,,0,,26,0,,,,
2014/10/16,19,170,0,,0,,25,0,,,,
2014/10/16,20,173,1,,0,,24,0,,,,
2014/10/16,21,157,0,,0,,23,0,,,,
2014/10/16,22,120,0,,0,,16,0,,,,
2014/10/16,23,97,0,,0,,20,0,,,,
2014/10/16,24,86,0,,0,,18,0,,,,
2014/10/17,01,83,0,,0,,17,0,,,,
2014/10/17,02,92,0,,0,,18,0,,,,
2014/10/17,03,78,0,,0,,17,0,,,,
2014/10/17,04,83,0,,0,,16,0,,,,
2014/10/17,05,79,0,,0,,15,0,,,,
2014/10/17,06,88,0,,0,,13,0,,,,
2014/10/17,07,111,3,,0,,20,0,,,,
2014/10/17,08,163,4,,0,,21,0,,,,
2014/10/17,09,176,4,,0,,23,0,,,,
2014/10/17,10,200,3,,0,,26,0,,,,
2014/10/17,11,194,0,,0,,31,0,,,,
2014/10/17,12,197,0,,0,,47,0,,,,
2014/10/17,13,189,1,,0,,47,0,,,,
2014/10/17,14,197,1,,0,,46,0,,,,
2014/10/17,15,192,1,,0,,48,0,,,,
2014/10/17,16,188,1,,0,,47,0,,,,
2014/10/17,17,186,1,,0,,44,0,,,,
2014/10/17,18,173,1,,0,,39,0,,,,
2014/10/17,19,166,1,,0,,40,0,,,,
2014/10/17,20,165,1,,0,,39,0,,,,
2014/10/17,21,151,1,,0,,34,0,,,,
2014/10/17,22,118,0,,0,,25,0,,,,
2014/10/17,23,87,1,,0,,27,0,,,,
2014/10/17,24,79,1,,0,,25,0,,,,
2014/10/18,01,78,1,,0,,23,0,,,,
2014/10/18,02,82,1,,0,,22,0,,,,
2014/10/18,03,73,1,,0,,22,0,,,,
2014/10/18,04,81,1,,0,,21,0,,,,
2014/10/18,05,74,1,,0,,21,0,,,,
2014/10/18,06,103,0,,0,,21,0,,,,
2014/10/18,07,120,1,,0,,26,0,,,,
2014/10/18,08,147,1,,0,,34,0,,,,
2014/10/18,09,171,1,,0,,36,0,,,,
2014/10/18,10,191,3,,0,,44,0,,,,
2014/10/18,11,194,3,,0,,50,0,,,,
2014/10/18,12,197,3,,0,,49,0,,,,
2014/10/18,13,192,2,,0,,51,0,,,,
2014/10/18,14,196,2,,0,,51,0,,,,
2014/10/18,15,188,2,,0,,48,0,,,,
2014/10/18,16,195,2,,0,,52,0,,,,
2014/10/18,17,190,2,,0,,48,0,,,,
2014/10/18,18,180,1,,0,,44,0,,,,
2014/10/18,19,173,1,,0,,44,0,,,,
2014/10/18,20,165,1,,0,,41,0,,,,
2014/10/18,21,151,1,,0,,36,0,,,,
2014/10/18,22,136,0,,0,,31,0,,,,
2014/10/18,23,97,1,,0,,30,0,,,,
2014/10/18,24,87,1,,0,,28,0,,,,
2014/10/19,01,83,1,,0,,25,0,,,,
2014/10/19,02,90,1,,0,,27,0,,,,
2014/10/19,03,78,1,,0,,25,0,,,,
2014/10/19,04,92,1,,0,,26,0,,,,
2014/10/19,05,89,1,,0,,24,0,,,,
2014/10/19,06,117,0,,0,,24,0,,,,
2014/10/19,07,127,4,,0,,28,0,,,,
2014/10/19,08,162,3,,0,,36,0,,,,
2014/10/19,09,181,1,,0,,38,0,,,,
2014/10/19,10,211,1,,0,,49,0,,,,
2014/10/19,11,206,1,,0,,54,0,,,,
2014/10/19,12,213,2,,0,,52,0,,,,
2014/10/19,13,215,1,,0,,54,0,,,,
2014/10/19,14,223,2,,0,,54,0,,,,
2014/10/19,15,201,2,,0,,53,0,,,,
2014/10/19,16,205,2,,0,,52,0,,,,
2014/10/19,17,201,2,,0,,50,0,,,,
2014/10/19,18,189,1,,0,,44,0,,,,
2014/10/19,19,177,1,,0,,45,0,,,,
2014/10/19,20,176,1,,0,,43,0,,,,
2014/10/19,21,156,1,,0,,36,0,,,,
2014/10/19,22,125,0,,0,,30,0,,,,
2014/10/19,23,89,1,,0,,29,0,,,,
2014/10/19,24,83,1,,0,,27,0,,,,
2014/10/20,01,81,1,,0,,24,0,,,,
2014/10/20,02,84,1,,0,,23,0,,,,
2014/10/20,03,76,1,,0,,24,0,,,,
2014/10/20,04,80,0,,0,,22,0,,,,
2014/10/20,05,74,1,,0,,21,0,,,,
2014/10/20,06,91,0,,0,,20,0,,,,
2014/10/20,07,106,1,,0,,26,0,,,,
2014/10/20,08,148,5,,0,,31,0,,,,
2014/10/20,09,154,3,,0,,36,0,,,,
2014/10/20,10,199,3,,0,,44,0,,,,
2014/10/20,11,191,2,,0,,49,0,,,,
2014/10/20,12,190,1,,0,,48,0,,,,
2014/10/20,13,190,1,,0,,47,0,,,,
2014/10/20,14,188,0,,0,,46,0,,,,
2014/10/20,15,179,1,,0,,43,0,,,,
