計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他,,,
2014/10/20,16,178,1,,0,,47,0,,,,
2014/10/20,17,187,1,,0,,46,0,,,,
2014/10/20,18,175,1,,0,,43,0,,,,
2014/10/20,19,170,1,,0,,45,0,,,,
2014/10/20,20,175,1,,0,,42,0,,,,
2014/10/20,21,153,1,,0,,38,0,,,,
2014/10/20,22,120,0,,0,,31,0,,,,
2014/10/20,23,95,1,,0,,32,0,,,,
2014/10/20,24,92,1,,0,,30,0,,,,
2014/10/21,01,93,1,,0,,30,0,,,,
2014/10/21,02,95,1,,0,,29,0,,,,
2014/10/21,03,82,1,,0,,29,0,,,,
2014/10/21,04,96,1,,0,,30,0,,,,
2014/10/21,05,86,1,,0,,29,0,,,,
2014/10/21,06,102,3,,0,,25,0,,,,
2014/10/21,07,124,6,,0,,32,0,,,,
2014/10/21,08,160,5,,0,,38,0,,,,
2014/10/21,09,163,4,,0,,39,0,,,,
2014/10/21,10,193,3,,0,,46,0,,,,
2014/10/21,11,187,3,,0,,49,0,,,,
2014/10/21,12,193,3,,0,,49,0,,,,
2014/10/21,13,186,3,,0,,49,0,,,,
2014/10/21,14,188,2,,0,,45,0,,,,
2014/10/21,15,181,3,,0,,45,0,,,,
2014/10/21,16,189,3,,0,,47,0,,,,
2014/10/21,17,177,3,,0,,45,0,,,,
2014/10/21,18,183,3,,0,,44,0,,,,
2014/10/21,19,174,1,,0,,45,0,,,,
2014/10/21,20,173,1,,0,,44,0,,,,
2014/10/21,21,156,1,,0,,40,0,,,,
2014/10/21,22,121,0,,0,,34,0,,,,
2014/10/21,23,100,1,,0,,35,0,,,,
2014/10/21,24,97,1,,0,,34,0,,,,
2014/10/22,01,94,1,,0,,31,0,,,,
2014/10/22,02,97,1,,0,,30,0,,,,
2014/10/22,03,83,1,,0,,28,0,,,,
2014/10/22,04,94,1,,0,,30,0,,,,
2014/10/22,05,86,1,,0,,27,0,,,,
2014/10/22,06,98,0,,0,,27,0,,,,
2014/10/22,07,118,1,,0,,32,0,,,,
2014/10/22,08,164,1,,0,,38,0,,,,
2014/10/22,09,159,1,,0,,34,0,,,,
2014/10/22,10,191,10,,0,,40,0,,,,
2014/10/22,11,223,31,,0,,43,0,,,,
2014/10/22,12,225,30,,0,,41,0,,,,
2014/10/22,13,215,28,,0,,41,0,,,,
2014/10/22,14,218,28,,0,,40,0,,,,
2014/10/22,15,213,28,,0,,40,0,,,,
2014/10/22,16,216,28,,0,,42,0,,,,
2014/10/22,17,211,28,,0,,41,0,,,,
2014/10/22,18,217,30,,0,,42,0,,,,
2014/10/22,19,207,30,,0,,42,0,,,,
2014/10/22,20,210,30,,0,,42,0,,,,
2014/10/22,21,180,18,,0,,38,0,,,,
2014/10/22,22,122,0,,0,,30,0,,,,
2014/10/22,23,92,1,,0,,30,0,,,,
2014/10/22,24,87,1,,0,,27,0,,,,
2014/10/23,01,86,1,,0,,25,0,,,,
2014/10/23,02,88,1,,0,,26,0,,,,
2014/10/23,03,79,1,,0,,24,0,,,,
2014/10/23,04,87,1,,0,,25,0,,,,
2014/10/23,05,81,1,,0,,24,0,,,,
2014/10/23,06,89,0,,0,,22,0,,,,
2014/10/23,07,110,3,,0,,25,0,,,,
2014/10/23,08,157,6,,0,,32,0,,,,
2014/10/23,09,152,5,,0,,33,0,,,,
2014/10/23,10,182,4,,0,,39,0,,,,
2014/10/23,11,182,4,,0,,44,0,,,,
2014/10/23,12,191,3,,0,,45,0,,,,
2014/10/23,13,192,3,,0,,48,0,,,,
2014/10/23,14,190,3,,0,,44,0,,,,
2014/10/23,15,187,3,,0,,44,0,,,,
2014/10/23,16,180,4,,0,,44,0,,,,
2014/10/23,17,185,3,,0,,41,0,,,,
2014/10/23,18,181,1,,0,,40,0,,,,
2014/10/23,19,165,1,,0,,40,0,,,,
2014/10/23,20,170,1,,0,,39,0,,,,
2014/10/23,21,153,1,,0,,35,0,,,,
2014/10/23,22,112,0,,0,,27,0,,,,
2014/10/23,23,88,1,,0,,28,0,,,,
2014/10/23,24,84,1,,0,,26,0,,,,
2014/10/24,01,83,1,,0,,25,0,,,,
2014/10/24,02,86,1,,0,,24,0,,,,
2014/10/24,03,77,1,,0,,24,0,,,,
2014/10/24,04,83,1,,0,,24,0,,,,
2014/10/24,05,80,1,,0,,24,0,,,,
2014/10/24,06,81,0,,0,,21,0,,,,
2014/10/24,07,107,1,,0,,26,0,,,,
2014/10/24,08,142,1,,0,,34,0,,,,
2014/10/24,09,156,1,,0,,35,0,,,,
2014/10/24,10,194,1,,0,,44,0,,,,
2014/10/24,11,190,1,,0,,48,0,,,,
2014/10/24,12,192,1,,0,,46,0,,,,
2014/10/24,13,188,1,,0,,48,0,,,,
2014/10/24,14,187,1,,0,,46,0,,,,
2014/10/24,15,180,1,,0,,44,0,,,,
2014/10/24,16,197,1,,0,,48,0,,,,
2014/10/24,17,173,1,,0,,43,0,,,,
2014/10/24,18,168,1,,0,,40,0,,,,
2014/10/24,19,166,1,,0,,41,0,,,,
2014/10/24,20,167,1,,0,,40,0,,,,
2014/10/24,21,146,1,,0,,34,0,,,,
2014/10/24,22,117,0,,0,,27,0,,,,
2014/10/24,23,85,1,,0,,25,0,,,,
2014/10/24,24,80,1,,0,,25,0,,,,
2014/10/25,01,77,1,,0,,22,0,,,,
2014/10/25,02,81,1,,0,,23,0,,,,
2014/10/25,03,72,1,,0,,21,0,,,,
2014/10/25,04,81,1,,0,,21,0,,,,
2014/10/25,05,73,0,,0,,20,0,,,,
2014/10/25,06,103,0,,0,,18,0,,,,
2014/10/25,07,118,5,,0,,25,0,,,,
2014/10/25,08,146,5,,0,,32,0,,,,
2014/10/25,09,177,3,,0,,35,0,,,,
2014/10/25,10,185,3,,0,,43,0,,,,
2014/10/25,11,200,3,,0,,51,0,,,,
2014/10/25,12,205,3,,0,,50,0,,,,
2014/10/25,13,200,2,,0,,55,0,,,,
2014/10/25,14,204,1,,0,,51,0,,,,
2014/10/25,15,196,2,,0,,51,0,,,,
2014/10/25,16,196,1,,0,,52,0,,,,
2014/10/25,17,184,1,,0,,48,0,,,,
2014/10/25,18,181,1,,0,,45,0,,,,
2014/10/25,19,174,1,,0,,46,0,,,,
2014/10/25,20,166,1,,0,,41,0,,,,
2014/10/25,21,151,1,,0,,38,0,,,,
2014/10/25,22,123,0,,0,,28,0,,,,
2014/10/25,23,87,1,,0,,26,0,,,,
2014/10/25,24,82,1,,0,,26,0,,,,
2014/10/26,01,79,1,,0,,22,0,,,,
2014/10/26,02,84,0,,0,,23,0,,,,
2014/10/26,03,71,1,,0,,22,0,,,,
2014/10/26,04,88,1,,0,,22,0,,,,
2014/10/26,05,93,1,,0,,20,0,,,,
2014/10/26,06,115,0,,0,,21,0,,,,
2014/10/26,07,121,3,,0,,24,0,,,,
2014/10/26,08,161,6,,0,,34,0,,,,
2014/10/26,09,191,5,,0,,35,0,,,,
2014/10/26,10,204,5,,0,,44,0,,,,
2014/10/26,11,208,1,,0,,51,0,,,,
2014/10/26,12,219,1,,0,,53,0,,,,
2014/10/26,13,225,1,,0,,58,0,,,,
2014/10/26,14,223,1,,0,,57,0,,,,
2014/10/26,15,206,1,,0,,55,0,,,,
2014/10/26,16,206,1,,0,,56,0,,,,
2014/10/26,17,206,1,,0,,52,0,,,,
2014/10/26,18,193,1,,0,,48,0,,,,
2014/10/26,19,184,1,,0,,48,0,,,,
2014/10/26,20,181,1,,0,,45,0,,,,
2014/10/26,21,165,1,,0,,40,0,,,,
2014/10/26,22,124,0,,0,,35,0,,,,
2014/10/26,23,100,1,,0,,35,0,,,,
2014/10/26,24,94,1,,0,,32,0,,,,
2014/10/27,01,95,1,,0,,31,0,,,,
2014/10/27,02,102,1,,0,,31,0,,,,
2014/10/27,03,86,1,,0,,29,0,,,,
2014/10/27,04,94,1,,0,,30,0,,,,
2014/10/27,05,89,1,,0,,29,0,,,,
2014/10/27,06,104,1,,0,,28,0,,,,
2014/10/27,07,127,1,,0,,33,0,,,,
2014/10/27,08,156,1,,0,,39,0,,,,
2014/10/27,09,173,1,,0,,42,0,,,,
2014/10/27,10,207,1,,0,,52,0,,,,
2014/10/27,11,195,1,,0,,49,0,,,,
2014/10/27,12,191,1,,0,,46,0,,,,
2014/10/27,13,196,1,,0,,50,0,,,,
2014/10/27,14,200,1,,0,,49,0,,,,
2014/10/27,15,190,1,,0,,46,0,,,,
2014/10/27,16,186,1,,0,,46,0,,,,
2014/10/27,17,184,1,,0,,44,0,,,,
2014/10/27,18,169,1,,0,,39,0,,,,
2014/10/27,19,160,1,,0,,40,0,,,,
2014/10/27,20,166,1,,0,,37,0,,,,
2014/10/27,21,142,1,,0,,34,0,,,,
2014/10/27,22,102,0,,0,,23,0,,,,
2014/10/27,23,84,1,,0,,27,0,,,,
2014/10/27,24,80,1,,0,,24,0,,,,
2014/10/28,01,79,1,,0,,24,0,,,,
2014/10/28,02,83,1,,0,,24,0,,,,
2014/10/28,03,74,1,,0,,22,0,,,,
2014/10/28,04,82,1,,0,,22,0,,,,
2014/10/28,05,72,0,,0,,20,0,,,,
2014/10/28,06,73,1,,0,,18,0,,,,
2014/10/28,07,103,4,,0,,24,0,,,,
2014/10/28,08,138,4,,0,,27,0,,,,
2014/10/28,09,159,4,,0,,30,0,,,,
2014/10/28,10,176,4,,0,,36,0,,,,
2014/10/28,11,171,4,,0,,37,0,,,,
2014/10/28,12,177,5,,0,,38,0,,,,
2014/10/28,13,177,5,,0,,39,0,,,,
2014/10/28,14,176,4,,0,,36,0,,,,
2014/10/28,15,170,5,,0,,35,0,,,,
2014/10/28,16,174,5,,0,,36,0,,,,
2014/10/28,17,167,5,,0,,34,0,,,,
2014/10/28,18,205,35,,0,,34,0,,,,
2014/10/28,19,200,33,,0,,34,0,,,,
2014/10/28,20,205,33,,0,,35,0,,,,
2014/10/28,21,183,30,,0,,31,0,,,,
2014/10/28,22,109,0,,0,,22,0,,,,
2014/10/28,23,80,1,,0,,24,0,,,,
2014/10/28,24,75,1,,0,,21,0,,,,
2014/10/29,01,74,1,,0,,20,0,,,,
2014/10/29,02,80,0,,0,,21,0,,,,
2014/10/29,03,70,0,,0,,20,0,,,,
2014/10/29,04,76,0,,0,,20,0,,,,
2014/10/29,05,72,1,,0,,19,0,,,,
2014/10/29,06,79,0,,0,,19,0,,,,
2014/10/29,07,104,1,,0,,26,0,,,,
2014/10/29,08,154,1,,0,,32,0,,,,
2014/10/29,09,156,1,,0,,32,0,,,,
2014/10/29,10,183,1,,0,,39,0,,,,
2014/10/29,11,185,1,,0,,43,0,,,,
2014/10/29,12,186,1,,0,,41,0,,,,
2014/10/29,13,183,1,,0,,44,0,,,,
2014/10/29,14,186,3,,0,,43,0,,,,
2014/10/29,15,182,1,,0,,41,0,,,,
2014/10/29,16,182,1,,0,,41,0,,,,
2014/10/29,17,177,1,,0,,39,0,,,,
2014/10/29,18,174,1,,0,,38,0,,,,
2014/10/29,19,168,1,,0,,39,0,,,,
2014/10/29,20,162,1,,0,,36,0,,,,
2014/10/29,21,145,1,,0,,32,0,,,,
2014/10/29,22,101,0,,0,,22,0,,,,
2014/10/29,23,83,1,,0,,25,0,,,,
2014/10/29,24,80,1,,0,,24,0,,,,
2014/10/30,01,80,1,,0,,22,0,,,,
2014/10/30,02,84,1,,0,,22,0,,,,
2014/10/30,03,76,1,,0,,22,0,,,,
2014/10/30,04,82,1,,0,,21,0,,,,
2014/10/30,05,73,1,,0,,20,0,,,,
2014/10/30,06,75,0,,0,,17,0,,,,
2014/10/30,07,110,4,,0,,24,0,,,,
2014/10/30,08,150,6,,0,,32,0,,,,
2014/10/30,09,168,5,,0,,34,0,,,,
2014/10/30,10,195,5,,0,,42,0,,,,
2014/10/30,11,191,5,,0,,47,0,,,,
2014/10/30,12,201,5,,0,,47,0,,,,
2014/10/30,13,195,3,,0,,49,0,,,,
2014/10/30,14,200,3,,0,,48,0,,,,
2014/10/30,15,193,4,,0,,46,0,,,,
2014/10/30,16,194,1,,0,,46,0,,,,
2014/10/30,17,192,1,,0,,42,0,,,,
2014/10/30,18,178,1,,0,,41,0,,,,
2014/10/30,19,166,1,,0,,40,0,,,,
2014/10/30,20,165,1,,0,,37,0,,,,
2014/10/30,21,148,1,,0,,32,0,,,,
2014/10/30,22,111,0,,0,,24,0,,,,
2014/10/30,23,81,1,,0,,24,0,,,,
2014/10/30,24,77,1,,0,,22,0,,,,
2014/10/31,01,74,1,,0,,20,0,,,,
2014/10/31,02,79,1,,0,,20,0,,,,
2014/10/31,03,70,0,,0,,19,0,,,,
2014/10/31,04,75,0,,0,,18,0,,,,
2014/10/31,05,69,1,,0,,19,0,,,,
2014/10/31,06,81,0,,0,,17,0,,,,
2014/10/31,07,99,3,,0,,22,0,,,,
2014/10/31,08,158,3,,0,,32,0,,,,
2014/10/31,09,158,3,,0,,31,0,,,,
2014/10/31,10,185,3,,0,,40,0,,,,
2014/10/31,11,191,3,,0,,45,0,,,,
2014/10/31,12,200,2,,0,,48,0,,,,
2014/10/31,13,195,3,,0,,50,0,,,,
2014/10/31,14,203,2,,0,,49,0,,,,
2014/10/31,15,196,3,,0,,48,0,,,,
2014/10/31,16,190,1,,0,,49,0,,,,
2014/10/31,17,182,1,,0,,45,0,,,,
2014/10/31,18,185,1,,0,,40,0,,,,
2014/10/31,19,174,1,,0,,44,0,,,,
2014/10/31,20,172,1,,0,,41,0,,,,
2014/10/31,21,155,1,,0,,38,0,,,,
2014/10/31,22,120,0,,0,,29,0,,,,
2014/10/31,23,92,1,,0,,30,0,,,,
2014/10/31,24,87,1,,0,,28,0,,,,
2014/11/01,01,85,1,,0,,26,0,,,,
2014/11/01,02,92,1,,0,,27,0,,,,
2014/11/01,03,79,1,,0,,26,0,,,,
2014/11/01,04,92,1,,0,,27,0,,,,
2014/11/01,05,88,1,,0,,27,0,,,,
2014/11/01,06,120,0,,0,,26,0,,,,
2014/11/01,07,135,1,,0,,32,0,,,,
2014/11/01,08,158,1,,0,,36,0,,,,
2014/11/01,09,170,1,,0,,34,0,,,,
2014/11/01,10,178,1,,0,,39,0,,,,
2014/11/01,11,178,1,,0,,42,0,,,,
2014/11/01,12,177,1,,0,,40,0,,,,
2014/11/01,13,179,1,,0,,41,0,,,,
2014/11/01,14,179,1,,0,,43,0,,,,
2014/11/01,15,171,1,,0,,42,0,,,,
2014/11/01,16,178,1,,0,,43,0,,,,
2014/11/01,17,178,1,,0,,43,0,,,,
2014/11/01,18,174,1,,0,,41,0,,,,
2014/11/01,19,174,1,,0,,44,0,,,,
2014/11/01,20,167,1,,0,,40,0,,,,
2014/11/01,21,155,1,,0,,38,0,,,,
2014/11/01,22,141,0,,0,,35,0,,,,
2014/11/01,23,104,1,,0,,31,0,,,,
2014/11/01,24,89,1,,0,,29,0,,,,
2014/11/02,01,90,1,,0,,28,0,,,,
2014/11/02,02,95,1,,0,,29,0,,,,
2014/11/02,03,82,1,,0,,27,0,,,,
2014/11/02,04,98,1,,0,,29,0,,,,
2014/11/02,05,111,1,,0,,30,0,,,,
2014/11/02,06,126,0,,0,,28,0,,,,
2014/11/02,07,131,1,,0,,34,0,,,,
2014/11/02,08,173,1,,0,,41,0,,,,
2014/11/02,09,188,1,,0,,40,0,,,,
2014/11/02,10,210,1,,0,,49,0,,,,
2014/11/02,11,207,1,,0,,56,0,,,,
2014/11/02,12,214,1,,0,,54,0,,,,
2014/11/02,13,221,1,,0,,58,0,,,,
2014/11/02,14,200,1,,0,,53,0,,,,
2014/11/02,15,195,1,,0,,51,0,,,,
2014/11/02,16,204,1,,0,,53,0,,,,
2014/11/02,17,198,1,,0,,50,0,,,,
2014/11/02,18,190,1,,0,,48,0,,,,
2014/11/02,19,178,1,,0,,49,0,,,,
2014/11/02,20,179,1,,0,,47,0,,,,
2014/11/02,21,164,1,,0,,41,0,,,,
2014/11/02,22,137,0,,0,,38,0,,,,
2014/11/02,23,103,1,,0,,35,0,,,,
2014/11/02,24,101,1,,0,,34,0,,,,
2014/11/03,01,100,1,,0,,33,0,,,,
2014/11/03,02,103,1,,0,,32,0,,,,
2014/11/03,03,90,1,,0,,30,0,,,,
2014/11/03,04,97,1,,0,,30,0,,,,
2014/11/03,05,95,1,,0,,30,0,,,,
2014/11/03,06,105,0,,0,,27,0,,,,
2014/11/03,07,110,1,,0,,30,0,,,,
2014/11/03,08,150,1,,0,,35,0,,,,
2014/11/03,09,172,1,,0,,34,0,,,,
2014/11/03,10,180,1,,0,,39,0,,,,
2014/11/03,11,171,1,,0,,40,0,,,,
2014/11/03,12,176,1,,0,,38,0,,,,
2014/11/03,13,174,1,,0,,38,0,,,,
2014/11/03,14,172,1,,0,,38,0,,,,
2014/11/03,15,170,1,,0,,39,0,,,,
2014/11/03,16,173,1,,0,,39,0,,,,
2014/11/03,17,174,1,,0,,35,0,,,,
2014/11/03,18,162,1,,0,,34,0,,,,
2014/11/03,19,152,2,,0,,35,0,,,,
2014/11/03,20,151,1,,0,,32,0,,,,
2014/11/03,21,139,1,,0,,29,0,,,,
2014/11/03,22,121,0,,0,,24,0,,,,
2014/11/03,23,108,1,,0,,23,0,,,,
2014/11/03,24,104,1,,0,,23,0,,,,
2014/11/04,01,77,1,,0,,21,0,,,,
2014/11/04,02,80,0,,0,,21,0,,,,
2014/11/04,03,69,0,,0,,18,0,,,,
2014/11/04,04,78,1,,0,,20,0,,,,
2014/11/04,05,73,1,,0,,20,0,,,,
2014/11/04,06,76,0,,0,,17,0,,,,
2014/11/04,07,109,2,,0,,25,0,,,,
2014/11/04,08,134,2,,0,,29,0,,,,
2014/11/04,09,155,1,,0,,29,0,,,,
2014/11/04,10,172,1,,0,,35,0,,,,
2014/11/04,11,166,1,,0,,36,0,,,,
2014/11/04,12,166,1,,0,,36,0,,,,
2014/11/04,13,164,1,,0,,38,0,,,,
2014/11/04,14,171,10,,0,,34,0,,,,
2014/11/04,15,201,35,,0,,36,0,,,,
2014/11/04,16,205,33,,0,,39,0,,,,
2014/11/04,17,205,33,,0,,36,0,,,,
2014/11/04,18,204,32,,0,,35,0,,,,
2014/11/04,19,195,32,,0,,36,0,,,,
2014/11/04,20,193,33,,0,,35,0,,,,
2014/11/04,21,166,26,,0,,31,0,,,,
2014/11/04,22,105,0,,0,,23,0,,,,
2014/11/04,23,72,1,,0,,20,0,,,,
2014/11/04,24,68,1,,0,,18,0,,,,
2014/11/05,01,70,1,,0,,18,0,,,,
2014/11/05,02,73,1,,0,,17,0,,,,
2014/11/05,03,64,0,,0,,17,0,,,,
2014/11/05,04,69,0,,0,,16,0,,,,
2014/11/05,05,65,0,,0,,16,0,,,,
2014/11/05,06,68,0,,0,,13,0,,,,
2014/11/05,07,92,2,,0,,19,0,,,,
2014/11/05,08,130,2,,0,,23,0,,,,
2014/11/05,09,141,3,,0,,24,0,,,,
2014/11/05,10,167,3,,0,,30,0,,,,
2014/11/05,11,171,3,,0,,35,0,,,,
2014/11/05,12,177,3,,0,,38,0,,,,
2014/11/05,13,170,3,,0,,39,0,,,,
2014/11/05,14,179,3,,0,,39,0,,,,
2014/11/05,15,176,3,,0,,40,0,,,,
2014/11/05,16,171,3,,0,,39,0,,,,
2014/11/05,17,162,1,,0,,36,0,,,,
2014/11/05,18,159,1,,0,,34,0,,,,
2014/11/05,19,154,1,,0,,36,0,,,,
2014/11/05,20,154,1,,0,,33,0,,,,
2014/11/05,21,138,1,,0,,29,0,,,,
2014/11/05,22,100,0,,0,,20,0,,,,
2014/11/05,23,75,1,,0,,20,0,,,,
2014/11/05,24,71,1,,0,,19,0,,,,
2014/11/06,01,66,1,,0,,16,0,,,,
2014/11/06,02,73,0,,0,,17,0,,,,
2014/11/06,03,67,0,,0,,17,0,,,,
2014/11/06,04,74,1,,0,,17,0,,,,
2014/11/06,05,65,0,,0,,16,0,,,,
2014/11/06,06,74,1,,0,,15,0,,,,
2014/11/06,07,98,3,,0,,21,0,,,,
2014/11/06,08,144,4,,0,,26,0,,,,
2014/11/06,09,154,4,,0,,31,0,,,,
2014/11/06,10,184,4,,0,,38,0,,,,
2014/11/06,11,185,5,,0,,43,0,,,,
2014/11/06,12,193,3,,0,,45,0,,,,
2014/11/06,13,191,3,,0,,49,0,,,,
2014/11/06,14,189,0,,0,,46,0,,,,
2014/11/06,15,187,1,,0,,44,0,,,,
2014/11/06,16,186,1,,0,,46,0,,,,
2014/11/06,17,183,1,,0,,44,0,,,,
2014/11/06,18,183,1,,0,,42,0,,,,
2014/11/06,19,166,1,,0,,42,0,,,,
2014/11/06,20,170,1,,0,,41,0,,,,
2014/11/06,21,153,1,,0,,37,0,,,,
2014/11/06,22,131,0,,0,,32,0,,,,
2014/11/06,23,90,1,,0,,30,0,,,,
2014/11/06,24,88,1,,0,,29,0,,,,
2014/11/07,01,85,1,,0,,26,0,,,,
2014/11/07,02,90,1,,0,,26,0,,,,
2014/11/07,03,80,1,,0,,25,0,,,,
2014/11/07,04,86,0,,0,,25,0,,,,
2014/11/07,05,82,1,,0,,24,0,,,,
2014/11/07,06,83,0,,0,,22,0,,,,
2014/11/07,07,108,3,,0,,28,0,,,,
2014/11/07,08,136,5,,0,,32,0,,,,
2014/11/07,09,153,4,,0,,30,0,,,,
2014/11/07,10,182,5,,0,,38,0,,,,
2014/11/07,11,182,4,,0,,41,0,,,,
2014/11/07,12,185,4,,0,,41,0,,,,
2014/11/07,13,185,3,,0,,43,0,,,,
2014/11/07,14,184,1,,0,,39,0,,,,
2014/11/07,15,177,2,,0,,39,0,,,,
2014/11/07,16,173,1,,0,,39,0,,,,
2014/11/07,17,164,1,,0,,36,0,,,,
2014/11/07,18,167,1,,0,,34,0,,,,
2014/11/07,19,155,1,,0,,34,0,,,,
2014/11/07,20,155,1,,0,,32,0,,,,
2014/11/07,21,145,1,,0,,29,0,,,,
2014/11/07,22,118,0,,0,,24,0,,,,
2014/11/07,23,78,1,,0,,21,0,,,,
2014/11/07,24,72,1,,0,,19,0,,,,
2014/11/08,01,71,1,,0,,18,0,,,,
2014/11/08,02,78,1,,0,,18,0,,,,
2014/11/08,03,69,0,,0,,19,0,,,,
2014/11/08,04,77,1,,0,,17,0,,,,
2014/11/08,05,68,0,,0,,16,0,,,,
2014/11/08,06,86,1,,0,,16,0,,,,
2014/11/08,07,115,1,,0,,22,0,,,,
2014/11/08,08,135,0,,0,,26,0,,,,
2014/11/08,09,163,0,,0,,30,0,,,,
2014/11/08,10,173,1,,0,,36,0,,,,
2014/11/08,11,178,1,,0,,40,0,,,,
2014/11/08,12,180,1,,0,,41,0,,,,
2014/11/08,13,174,1,,0,,43,0,,,,
2014/11/08,14,177,1,,0,,40,0,,,,
2014/11/08,15,171,1,,0,,40,0,,,,
2014/11/08,16,175,1,,0,,41,0,,,,
2014/11/08,17,170,1,,0,,39,0,,,,
2014/11/08,18,170,1,,0,,38,0,,,,
2014/11/08,19,154,1,,0,,35,0,,,,
2014/11/08,20,158,1,,0,,35,0,,,,
2014/11/08,21,142,1,,0,,31,0,,,,
2014/11/08,22,108,0,,0,,24,0,,,,
2014/11/08,23,81,1,,0,,24,0,,,,
2014/11/08,24,80,1,,0,,23,0,,,,
2014/11/09,01,75,1,,0,,22,0,,,,
2014/11/09,02,82,0,,0,,22,0,,,,
2014/11/09,03,71,0,,0,,21,0,,,,
2014/11/09,04,82,1,,0,,21,0,,,,
2014/11/09,05,83,1,,0,,21,0,,,,
2014/11/09,06,111,0,,0,,21,0,,,,
2014/11/09,07,119,1,,0,,26,0,,,,
2014/11/09,08,162,1,,0,,32,0,,,,
2014/11/09,09,167,1,,0,,31,0,,,,
2014/11/09,10,187,1,,0,,35,0,,,,
2014/11/09,11,177,1,,0,,36,0,,,,
2014/11/09,12,222,26,,0,,38,0,,,,
2014/11/09,13,246,37,,0,,41,0,,,,
2014/11/09,14,233,39,,0,,39,0,,,,
2014/11/09,15,241,44,,0,,39,0,,,,
2014/11/09,16,251,44,,0,,40,0,,,,
2014/11/09,17,249,43,,0,,40,0,,,,
2014/11/09,18,247,46,,0,,41,0,,,,
2014/11/09,19,229,44,,0,,41,0,,,,
2014/11/09,20,226,37,,0,,40,0,,,,
2014/11/09,21,151,1,,0,,35,0,,,,
2014/11/09,22,112,0,,0,,27,0,,,,
2014/11/09,23,85,1,,0,,27,0,,,,
2014/11/09,24,85,1,,0,,26,0,,,,
2014/11/10,01,83,1,,0,,24,0,,,,
2014/11/10,02,86,1,,0,,26,0,,,,
2014/11/10,03,76,1,,0,,24,0,,,,
2014/11/10,04,86,1,,0,,25,0,,,,
2014/11/10,05,82,1,,0,,25,0,,,,
2014/11/10,06,86,0,,0,,24,0,,,,
2014/11/10,07,114,2,,0,,29,0,,,,
2014/11/10,08,157,2,,0,,33,0,,,,
2014/11/10,09,159,2,,0,,35,0,,,,
2014/11/10,10,188,1,,0,,42,0,,,,
2014/11/10,11,185,1,,0,,45,0,,,,
2014/11/10,12,193,1,,0,,44,0,,,,
2014/11/10,13,189,1,,0,,46,0,,,,
2014/11/10,14,183,0,,0,,44,0,,,,
2014/11/10,15,183,1,,0,,42,0,,,,
2014/11/10,16,179,1,,0,,42,0,,,,
2014/11/10,17,176,1,,0,,39,0,,,,
2014/11/10,18,173,1,,0,,36,0,,,,
2014/11/10,19,158,1,,0,,35,0,,,,
2014/11/10,20,161,1,,0,,35,0,,,,
2014/11/10,21,142,1,,0,,29,0,,,,
2014/11/10,22,98,0,,0,,21,0,,,,
2014/11/10,23,77,1,,0,,22,0,,,,
2014/11/10,24,75,1,,0,,20,0,,,,
2014/11/11,01,73,1,,0,,20,0,,,,
2014/11/11,02,77,0,,0,,18,0,,,,
2014/11/11,03,66,1,,0,,16,0,,,,
2014/11/11,04,75,0,,0,,17,0,,,,
2014/11/11,05,67,0,,0,,17,0,,,,
2014/11/11,06,69,0,,0,,15,0,,,,
2014/11/11,07,132,28,,0,,20,0,,,,
2014/11/11,08,212,51,,0,,28,0,,,,
2014/11/11,09,215,40,,0,,32,0,,,,
2014/11/11,10,210,22,,0,,39,0,,,,
2014/11/11,11,201,15,,0,,44,0,,,,
2014/11/11,12,206,12,,0,,43,0,,,,
2014/11/11,13,202,8,,0,,44,0,,,,
2014/11/11,14,202,8,,0,,43,0,,,,
2014/11/11,15,198,14,,0,,41,0,,,,
2014/11/11,16,216,21,,0,,44,0,,,,
2014/11/11,17,219,28,,0,,41,0,,,,
2014/11/11,18,226,31,,0,,40,0,,,,
2014/11/11,19,214,30,,0,,40,0,,,,
2014/11/11,20,217,30,,0,,39,0,,,,
2014/11/11,21,201,30,,0,,36,0,,,,
2014/11/11,22,151,17,,0,,29,0,,,,
2014/11/11,23,88,1,,0,,29,0,,,,
2014/11/11,24,84,1,,0,,26,0,,,,
2014/11/12,01,81,1,,0,,24,0,,,,
2014/11/12,02,87,1,,0,,25,0,,,,
2014/11/12,03,77,1,,0,,23,0,,,,
2014/11/12,04,84,1,,0,,24,0,,,,
2014/11/12,05,77,1,,0,,22,0,,,,
2014/11/12,06,81,0,,0,,21,0,,,,
2014/11/12,07,114,5,,0,,28,0,,,,
2014/11/12,08,165,6,,0,,35,0,,,,
2014/11/12,09,192,26,,0,,32,0,,,,
2014/11/12,10,249,48,,0,,39,0,,,,
2014/11/12,11,250,48,,0,,43,0,,,,
2014/11/12,12,248,45,,0,,42,0,,,,
2014/11/12,13,240,41,,0,,44,0,,,,
2014/11/12,14,230,34,,0,,41,0,,,,
2014/11/12,15,229,35,,0,,42,0,,,,
2014/11/12,16,232,41,,0,,44,0,,,,
2014/11/12,17,232,42,,0,,42,0,,,,
2014/11/12,18,239,43,,0,,41,0,,,,
2014/11/12,19,232,43,,0,,43,0,,,,
2014/11/12,20,231,43,,0,,43,0,,,,
2014/11/12,21,203,37,,0,,39,0,,,,
